Latitude,Longitude,label
-29.64022254943848,27.36670684814453,school
-29.57525062561035,27.88824844360352,school
-30.0399133,28.6074182,non_school
-29.55817413330078,28.12211036682129,school
-30.0290041,28.2382242,non_school
-29.8404846,28.0514347,non_school
-29.5248652,28.2710017,non_school
-30.050546646118164,28.653778076171875,school
-29.18115425109864,29.12725257873535,school
-30.0715274810791,28.59043312072754,school
-30.1542226,27.4807773,non_school
-29.479999542236328,28.51000022888184,school
-29.578914642333984,27.76789283752441,school
-30.275428771972656,28.130767822265625,school
-30.16684913635254,27.769439697265625,school
-29.5224861,28.2871941,non_school
-29.6817674,28.7145854,non_school
-29.322429656982425,27.50563240051269,school
-29.589674,27.7577634,non_school
-30.0455203,28.3293964,non_school
-29.799999237060547,28.200000762939453,school
-30.174760818481445,28.00409698486328,school
-30.4453067779541,27.71393585205078,school
-28.9791259765625,27.93438148498535,school
-29.7249164,28.7692845,non_school
-30.119213104248047,28.47813606262207,school
-29.494903564453125,28.64263343811035,school
-29.52176284790039,27.421815872192383,school
-29.1448193,27.740585,non_school
-28.86336898803711,28.04086303710937,school
-30.4054901,27.6422414,non_school
-30.2687931060791,27.40039253234864,school
-29.14999961853028,28.46999931335449,school
-29.25605583190918,29.0184383392334,school
-29.74350547790528,27.69029426574707,school
-29.62372779846192,28.26295280456543,school
-30.4349254,27.3353222,non_school
-30.0881290435791,27.84337615966797,school
-29.83591079711914,27.68537139892578,school
-29.3670697,27.5148037,non_school
-29.4618212,28.1064158,non_school
-30.167919,28.2060613,non_school
-29.3687801361084,28.127216339111328,school
-29.3549926,27.5027609,non_school
-29.30531883239746,28.39365577697754,school
-30.0359271,28.3034313,non_school
-29.52618789672852,28.18266487121582,school
-29.64208602905273,27.22454643249512,school
-29.21587181091309,29.092578887939453,school
-30.07183265686035,27.55419921875,school
-29.172590255737305,28.48251342773437,school
-28.989919662475582,27.97035789489746,school
-29.4169161,29.1121468,non_school
-29.37344741821289,27.738571166992188,school
-29.5117841,28.6069486,non_school
-30.246486,27.9946198,non_school
-29.97443389892578,28.79710960388184,school
-29.459003448486328,28.61330795288086,school
-29.6758705,28.7174876,non_school
-29.5301712,28.2688254,non_school
-30.0006163,27.5756674,non_school
-29.3363273,27.4841478,non_school
-29.446792602539062,27.38331413269043,school
-29.512210845947266,28.32431030273437,school
-29.84663772583008,29.04604721069336,school
-28.799999237060547,28.299999237060547,school
-29.4698725,28.0897738,non_school
-30.035839080810547,27.76533508300781,school
-29.4773764,28.0597483,non_school
-29.6367779,28.2376476,non_school
-30.4230571,27.5831187,non_school
-29.7981721,27.2429847,non_school
